关键词,用户名,发布时间,来自,博文,转发数,评论数,收藏数,页面网址
封闭管理,新华社,"
                        今天21:33
                        ",微博 weibo.com,"
                    【#沈阳全域纳入防范区及以上管理 #】沈阳市新冠肺炎疫情防控指挥部27日调整封控区、管控区、防范区。其中明确全市除封控区、管控区外，全部纳入防范区管理。防范区内划定购物区域，限制购物时间，实行错峰出门。  此外，封控区实行“区域封闭、足不出户、服务上门”。管控区实行“人不出小区（村屯） ​  展开c",203,461,1650,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,姬智女孩,"
                        03月26日 15:41
                        ",iPhone 12 Pro,"
                    我本来对不停的封闭管理居家隔离没啥感觉，觉得是人生的忙里偷闲，但在小区群里看到有人说“不是所有人都是在家办公都有钱拿的，再不出门都要交不起房租了”，突然有点难过 ​                ",12,32,652,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,学生有料,"
                        今天13:33
                        ",iPhone 11,"
                    有人签过吗#大理大学封闭管理# ​                ",16,29,315,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,像龙猫一样,"
                        1分钟前
                        ",nova6SE好看拍出来看,"
                    #合肥高校严格执行封闭管理#封校哪里不能去，然后我就按照有些小伙伴发的电话号码试着打过去，安徽省教育厅，这么晚都有人接（晚上有人值班）然后我就和他问他啥时候解封，为什么封校只封大学生，为啥食堂阿姨，教职工都可以自由出入，只有我们不行大学生活才四年，稍微有疫情就把我们学生封起来（ ​  展开c",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,有琴舒歌,"
                        5分钟前
                        ",小米11,"
                    刚又看了看上海新的筛查方案，感觉是筛查区域全部都要以小区为单位进行封闭管理吗？这个貌似影响有点大呀。天津津南疫情的时候，全民大筛几次，除了封管防控区外，其他小区都是筛查时原地相对静止，筛查完自由活动，所以尽管外界感觉天津水深火热，实际上大家生活并没有太多不便。以上海这种赌气式管理 ​  展开c",0,2,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,shmily_夜微凉,"
                        8分钟前
                        ",HUAWEI P30,"
                    不敢说话，第一批的我们产品猝不及防#上海疫情##封闭管理##浦江镇# 2上海 ​                ",0, 评论,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,落日下的達芬奇,"
                        9分钟前
                        ",,"
                    #合肥高校严格执行封闭管理#能不能行了？？人快憋死了…上学还是坐大牢？！要封就大家一起，不想看小屁孩天天在学校里跑来跑去还有各种家属打疫苗插队 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,难般聊聊,"
                        23分钟前
                        ",三星S21 Ultra 5G,"
                    完了 我们楼有🐏了 关窗 关门 彻底死心 #封闭管理第10天# 2上海·龙柏地区 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,打开试卷先找gou,"
                        30分钟前
                        ",HUAWEI P40 Pro 5G,"
                    #河北疫情管理一刀切#简单的一刀切就是浪费防疫资源，请河北省教育厅不要再一刀切了，精准防控吧  ​​​#反对河北高校一刀切封闭管理# 2石家庄 ​                ",0, 评论,4,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,拿铁不甜嘛,"
                        49分钟前
                        ",iPhone客户端,"
                    又要封闭管理了。消息很突然。现在小区附近的超市很热闹，都在买菜，而且人挤人。甚至我同学头发都没吹干都跑出去了。我妈不放心公司，已经去公司准备住在里面了。家里人的手术大概又要拖了。这样的日子快结束吧。 ​                ",0,10,12,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,chanchanbabyHK,"
                        50分钟前
                        ",微博视频号,"
                    肇庆高要区新增2名新冠病毒确诊，部分区域封闭，足不出户#广东肇庆多小区封闭管理# LchanchanbabyHK的微博视频 ​                ",1,5,20,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,茂哥日记,"
                        50分钟前
                        ",,"
                    上海全市展开新一轮防疫，不精准防控了，而是切成两块，封闭管理，封闭时间有先后，但都是4天。相当于半封城。#上海全市开展新一轮核酸筛查##上海全市抗原检测超1400万人# ​                ",10,41,119,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,白白白白白儿,"
                        今天21:33
                        ",iQOO Z3 性能先锋,"
                    牛哇，一个3000多万的浏览量，一个1000多万。一个同城热搜都上不了，一个热搜榜第一#大理大学形式主义封校##大理大学封闭管理# 2大理白族自治州 ​                ",0,4,81,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,中国电影报道,"
                        今天21:30
                        ",微博视频号,"
                    【80多个剧组驻扎横店 严格落实各项防疫措施】最近新一轮疫情波及各地，各大影视城也面临着防疫挑战。《虎鹤妖师录》《新川日常》等80多个在拍剧组驻扎横店，相关部门严格落实各项防疫措施。剧组实行了封闭管理，配备专门的“防疫督导员”，剧组人员需经过拍摄基地入口处的测温亮码和督导员再次测温两 ​  展开c",42,22,493,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,钛生菜,"
                        今天21:12
                        ",HUAWEI Mate30 Pro 5G,#上海全市开展新一轮核酸筛查#早干嘛去了，上海市委这次真的很蠢，上海防疫部门难辞其咎，疫情初期本月初就应该封闭管理。一步步再试探底线，我觉得中央不会放过这群蠢材的。 ​                ,6,16,477,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,山东日照花时涧餐厅·花时涧客栈,"
                        今天20:52
                        ",麦芒 9 5G,"
                    号外号外号外！上海疯成了！以黄浦江为界，浦东浦西分别分时段！！！小区封闭管理！企业封闭生产！体制内人员就地转化为志愿者！公共交通停运！​上海加油！​全国各地不用再怕上海外溢了！#西安疫情##南京疫情##天津疫情##成都疫情##青岛疫情# ​                ",2,11,22,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,湖南校园君,"
                        今天20:47
                        ",,"
                    #湖南工业大学#发布《错峰上课和就餐的紧急通知》被学生吐槽，这事儿你怎么看？#湖南高校严格封闭管理# ​                ",0,8,21,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,湖南校园君,"
                        今天20:41
                        ",,"
                    #湖南科技大学#不允许学生点外卖，但是其他人员可以随意进出，食堂不能就餐却要线下上课，封着学生只能去新开的校内商业街消费。这是为何？#湖南高校严格封闭管理# ​                ",2,10,92,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,检者青锋,"
                        今天20:30
                        ",iQOO Neo5 生而为赢,"
                    #上海坠楼老人妻子辟谣#到底什么原因坠楼的，坠楼者的亲人最有发言权，而不是某些网友。不要试图利用这场悲剧去攻击防疫政策，去发泄自己的不满，这是对死者家属的二次伤害。死者家属也不会为了维护官方机构撒谎，我相信家属的说法。不过，还是要提醒应该随时关注封闭管理小区群众的健康状况。 ​  展开c",0,6,28,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,高桥凌z,"
                        今天20:26
                        ",微博视频号,"
                    #兰州疫情##战疫情#刚刚刷到今天佷多人在黄河边“游玩”的视频，试问这就是你们口中的精准防控嘛？我们大学生开学一周就封校，在宿舍呆着哪也不能去，上网课到现在了，当然，我们村也进行了封闭管理，全村人都做了核酸，父母已经在家待业十几天上不了班。看到今天这一幕，难道这就是你们口中的精准防控 ​  展开c",1,14,39,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,甄小黑的小迷妹,"
                        今天20:19
                        ",河北金融学院超话,"
                    #教育部反对高校一刀切封闭管理#河北金融学院闭环管理说十四天结果又来十四天，快递突然被停，到学校的和在路上的都不能取了，你怎么不早点说不让我们买快递拿东西！那些吃的喝的水果面包容易腐烂变质的东西坏了谁赔偿？那些好不容易返校结果到学校又给人撵回去的同学的路费谁承担？地超药店给 ​  展开c",2,18,31,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86
封闭管理,凝胶色谱法,11分钟前 转赞人数超过90,Redmi K30 5G先锋,#大理大学形式主义封校#请校方正面回应，不要压热搜!!!!!#大理大学封闭管理# 三千四百多万阅读量不配一个热搜吗？ ​                ,1,2,94,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,EARF_bot,"
                        12分钟前
                        ",iPhone客户端,"
                    好像不写一篇真对不起这个封闭管理了",0, 评论,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,领个锤子打地鼠,"
                        12分钟前
                        ",iPhone 12,"
                    封闭管理不用怕，备用粮不是白养的 2上海 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,湉湉甜湉,"
                        12分钟前
                        ",非哥迷妹的iPhone 11(黄色),"
                    我不想上班了，我懒惰成性了！希望半夜可以核酸或者给我封闭管理……                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,喂喂陈酷酷,"
                        12分钟前
                        ",iPhone客户端,#2022喂周记# 12th实打实封闭管理的一周，周六解封了！马不停蹄屯牛奶水果和一直不会买的 小雪糕隔离在家办公需要一点小确幸周日来江边读读书把握最后四天即将迎来江岸西边的block在家全是吃的 碳水和肉每天的运动也没有落下👍 ​                ,0, 评论,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,诶我小鱼干呢,"
                        13分钟前
                        ",iPhone客户端,#上海疫情#太惨了，准备休息时，发现上海又要封闭管理了。正读着信息，担心着和「心理不健全&自闭症重症患者」又要五天不能见面时，领导一通电话打来让连夜去加班。我拖着刚来姨妈的疲惫的身体要去和同事们“共克时艰”了～ ​                ,0,1,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,下班了我就跑了,"
                        13分钟前
                        ",退休专用iPhone客户端,"
                    我后半生不会就在封闭管理捅嗓子中度过吧 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,高桥凌z,16分钟前 转赞人数超过30,微博视频号,#兰州疫情##战疫情#刚刚刷到今天佷多人在黄河边“游玩”的视频，试问这就是你们口中的精准防控嘛？我们大学生开学一周就封校，在宿舍呆着哪也不能去，上网课到现在了，当然，我们村也进行了封闭管理，全村人都做了核酸，父母已经在家待业十几天上不了班。看到今天这一幕，难道这就是你们口中的精准防控 ​  展开c,1,14,39,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,我的网名是十四个字的不信你数,16分钟前 转赞人数超过60,烟台超话,#烟台二中高新校区复学#@山东省烟台第二中学 @山东省教育厅 @烟台发布 @烟台日报社大小新闻 先不说我想不想开 你29开学是谁给你的底气？防疫措施做好了么？说好的封闭管理真的能做到么？学生的心理问题能调解么？最基础的设施能保障么？我真的很服你的胆子烟台二中高新校区烟台 ​                ,0,4,66,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,小猫叫温菜包2,"
                        17分钟前
                        ",Redmi K30 全速热爱,"
                    多囤点粉条好。2019年那年，封闭管理我家把买了多年都没吃的粉条吃光了。拌菜吃。猪肉炖粉条，做酸辣粉。炸素馅丸子，有一种过节日的感觉 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,湖南校园君,18分钟前 转赞人数超过800,,#湖南文理学院芙蓉学院#围墙高筑，保护的是学生，还是什么其他东西？请@常德发布 关注一下该校#湖南高校严格封闭管理# ​                ,56,86,933,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,我最亲爱的小狗在春天游泳,"
                        17分钟前
                        ",,"
                    真的 在各个群里看到各个菜市场抢菜打架的视频，全乱了全乱了，怎么会变成这种局面，从最初的吐槽xg偷渡客每个人都是行走的50w人头开始，再到华亭宾馆，直到现在快要封闭管理20天了，这一切变得太快，太魔幻了…… ​                ",0, 评论,2,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,唱跳女爱豆,"
                        19分钟前
                        ",iPhone客户端,@上海，不如等我瘦到90斤再解封。这是你这么多天封闭管理的唯一意义。 ​                ,0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,钛生菜,20分钟前 转赞人数超过300,HUAWEI Mate30 Pro 5G,#上海全市开展新一轮核酸筛查#早干嘛去了，上海市委这次真的很蠢，上海防疫部门难辞其咎，疫情初期本月初就应该封闭管理。一步步再试探底线，我觉得中央不会放过这群蠢材的。 ​                ,6,16,478,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,曹妃甸区教育体育,"
                        19分钟前
                        ",iPhone客户端,"
                    做足防疫措施 全封闭式管理！曹妃甸高三学生封闭式教学顺利进行　　当前疫情防控形势严峻，曹妃甸各高三年级教师学生被封闭在校，正常进行校园教学已有一周的时间，各高中学校在切实做到“里不出、外不进、内不聚”管理的同时，严格执行校园内防疫各项措施，有效保障了校园教学工作的顺利开展。　 ​  展开c",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,茂哥日记,21分钟前 转赞人数超过60,,"
                    上海全市展开新一轮防疫，不精准防控了，而是切成两块，封闭管理，封闭时间有先后，但都是4天。相当于半封城。#上海全市开展新一轮核酸筛查##上海全市抗原检测超1400万人# ​                ",10,41,119,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,草鞋鞋鞋鞋,"
                        20分钟前
                        ",iPhone客户端,"
                    我叫賴美鳳 家住湖南省岳陽市平江縣 小學就讀於城北學校349班 初中曾就讀師大頤華 現就讀於封閉式管理學校 我的快手全是高p黑絲照 我的身份證號是430626200804120405 ​                ",5, 评论,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,市民卵女士,22分钟前 转赞人数超过50,小卵的iPhone 13 Pro,"#宁波高校防疫在行动#
蛮好，周末了，老师都把小孩带到学校里放风筝还有搭帐篷的
这些老师和小孩是都不用呼吸的吗？有核酸证明吗？
学校真是太贴心了，把我们“封闭式管理”，实习也去不了，让我们休息
估计发布防控通知的领导已经忘了，哎呀还有一批学生被关 ​ 展开c",1,2,60,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,等拾叁,22分钟前 转赞人数超过10,nova5Pro人像超级夜景,#大理大学形式主义封校#没有疫情为啥封这么久啊？我有一个朋友已经被关了两年了，大学生活已经被榨干了。再者封闭管理为什么只封学生，为什么不能一视同仁，游客和教职工的随意进出，你们领导者不会觉得不好意思，脸皮发烫吗？ ​                ,0,2,20,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=2
封闭管理,滚蛋吧痘,23分钟前 转赞人数超过30,,"
                    大学生丢的是自由，官老爷们丢的可是乌纱帽#宁波高校防疫在行动##宁波各高校封闭式管理##教育部要求高校切忌一刀切封闭管理# ​                ",3,1,40,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,鱼小鱼0702,"
                        22分钟前
                        ",iPhone客户端,"
                    3月10号开始 居家封闭管理17天 开始几天还每天待着期待的打开新闻 希望和之前关注的其他地方抗疫规律一样 努力几天后就会是几十个到几个的数据 或许人总是容易被环境麻痹 生活就是这样 当你刚觉得抓住他的一点规律 他又变套路了～ 看着不降反增的数据 一场没有硝烟的战争开始了 这个时候不乱跑就是算做 ​  展开c",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,月月熊,23分钟前 转赞人数超过20,新版微博 weibo.com,"
                    都说今晚上海有大新闻，要么等辟谣，要么等官宣。结果晚上8点23分——这是以黄浦江为界封 城了吧？封控区域，住宅小区实施封闭式管理，所有人员足不出户。暂停公交、地铁、轮渡、出租汽车、网约车运行。2022年的清明节假期，浦西人民注定就是这样度过了。大家赶紧准备居家物资吧。 ​                ",14,7,11,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,难般聊聊,"
                        24分钟前
                        ",三星S21 Ultra 5G,"
                    完了 我们楼有🐏了 关窗 关门 彻底死心 #封闭管理第10天# 2上海·龙柏地区 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,陈蔚萱Vivian,"
                        24分钟前
                        ",iPhone 13 Pro Max(石墨色),"
                    封闭管理没问题，封控也行，但得解决吃饭问题吧。线上下单就没成功过。这是病毒没死，人都成仙不用吃饭啊。 2泉州 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,奶茶店的小布丁,25分钟前 转赞人数超过90,荣耀V30 PRO 5G,"
                    笑死我了#大理大学形式主义封校##大理大学封闭管理# ​                ",0,4,102,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,魏天谌Tianchen,26分钟前 转赞人数超过40,,"
                    不叫方舱叫改建不叫封城叫封控、叫暂停、叫封闭式管理、叫切片、封完浦东封浦西您爱叫啥叫啥，给我封住了就行好吗？ ​                ",7,18,44,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,不爱吃烤鸭小姐,"
                        27分钟前
                        ",HarmonyOS设备,"
                    全封闭管理第14天也是跟食堂阿姨吵架的第1天 ​                ",0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,猫头鹰爪子,"
                        28分钟前
                        ",nova9Pro精彩由我摄定,#微博运动打卡#今天是总打卡第2164天。今天沈阳天气晴朗，万里无云。今天小区开始进行封闭式管理，晚上八时左右在小区门前南塔街129巷走了一个来回，大约三十分钟，照片拍摄的是南塔街129巷夜景。 2沈阳 ​                ,0, 评论,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,chanchanbabyHK,29分钟前 转赞人数超过10,微博视频号,"
                    肇庆高要区新增2名新冠病毒确诊，部分区域封闭，足不出户#广东肇庆多小区封闭管理# LchanchanbabyHK的微博视频 ​                ",1,5,20,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,画画的双鱼,"
                        28分钟前
                        ",微博视频号,"
                    3月28日-4月1日，浦东封闭管理。留给浦东人民囤菜的时间不多了，留给浦西人民的菜不多了。 L画画的双鱼的微博视频 ​                ",0, 评论,2,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,蓝莓先生看日落,29分钟前 转赞人数超过40,微博国际版,"
                    请问烟台高校何时能通快递！何时解除完全封闭管理！！！@烟台发布 @烟台市教育局官博 @山东省教育厅 ​                ",0,13,47,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,一起喵喵喵丶,"
                        29分钟前
                        ",广西财经学院超话,广西财经学院作为一名大四的老学长想说一下，2020大二的时候，学校说封闭管理两周，当初疫情可没有现在这么严重，结果就是一整个学期，总的来说就是学校领导的不作为，现在一模一样的剧情，更何况还有这么多水军，各位学弟学妹把心情放宽松，学校没有责任感已经不是一天两天的事了，想出去的自 ​  展开c,0,5,0,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,淮南帮,31分钟前 转赞人数超过30,微博视频号,淮南 【关于全面强化全市疫情防控工作的通告】自3月27日起，全市范围内停止一切非必要流动、活动，并实行管控措施。实施小区封闭管理；餐厅取消堂食；暂停线下教学和服务；暂停公交车、出租车，停止长途客运。 L淮南帮的微博视频 ​                ,4,59,34,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,逢考必过的锦鲤,"
                        30分钟前
                        ",iPhone客户端,"
                    封闭管理第二周汗也不出了秤也不掉了 ​                ",0, 评论,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,打开试卷先找gou,"
                        31分钟前
                        ",HUAWEI P40 Pro 5G,#河北疫情管理一刀切#简单的一刀切就是浪费防疫资源，请河北省教育厅不要再一刀切了，精准防控吧  ​​​#反对河北高校一刀切封闭管理# 2石家庄 ​                ,0, 评论,4,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,湖南校园君,32分钟前 转赞人数超过40,,#湖南高校严格封闭管理##长沙商贸旅游职业技术学院#疫情期间的所作所为，你怎么看？ ​                ,6,9,51,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,我想要七个橙子,32分钟前 转赞人数超过90,iPhone X,"#珠海封校##珠海高校封闭式管理#
之前一直说配合属地防疫政策，我忍了。但是今天看到这个tag里的图我忍不住了，你珠海的酒吧蹦迪蹦成这样，我中大被你们要求封闭式管理封闭到
首先，表面上说请假给批，实际由于“谁审批谁负责”，很多老师根本不敢出头担这个责，很多学生打hpv、做根管治疗、近视手术 ​ 展开c",19,19,95,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,Shirely_lll,32分钟前 转赞人数超过10,河北金融学院超话,河北金融学院#教育部反对高校一刀切封闭管理# @河北金融学院  把快递和外卖放开 ​                ,0,1,18,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,青波无痕,"
                        31分钟前
                        ",微博视频号,#上海疫情# 今年上海疫情，日日斗千，从明天开始浦东地区四天，4.1浦西四天，小区实施封闭管理了，都居家办公了，各种抢菜，各种疯长，各种埋怨，各种检测，各种吐槽，我滴个娘！ L青波无痕的微博视频 ​                ,0,4,3,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=3
封闭管理,湖南校园君,"
                        今天14:14
                        ",微博视频号,#湖南科技大学封校现状# 学生投稿：住后街的同学该何去何从？孩子只想好好上个课…#湖南高校严格封闭管理# L湖南校园君的微博视频 ​                ,1,21,69,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,时间视频,"
                        今天14:03
                        ",微博视频号,"
                    【山花绽放！#居庸关花海栈道封闭管理# 带你“云”赏开往春天的列车】#云赏开往春天的列车#3月26日，北京，三月伊始万物复苏，北京市郊铁路S2线也将迎来一年中最美的时刻。S2列车是国内第一条市郊铁路线路，每年3月下旬，线路两侧山花陆续绽放，列车蜿蜒行驶在群山花海之中，被网友誉为“开往春天的列 ​  展开c",0,2,9,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,难般聊聊,"
                        今天14:00
                        ",三星S21 Ultra 5G,"
                    心态 开始慢慢放平了 封闭后 第一顿下午茶 ☕#封闭管理第10天# 2上海·龙柏地区 ​                ",0,2,1,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,月鸟之恋不合理封大学生siqj,"
                        今天13:48
                        ",iQOO Neo5 生而为赢,#山西财经大学一女生跑步时猝死##安徽大学生的封校生活##合肥高校严格执行封闭管理##合肥各高校实行封闭管理# 我们大学生也是人，能不能不要这么过分 ​                ,1,11,91,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,JK-Cecilia,"
                        今天13:32
                        ",iPhone客户端,#顺德职业技术学院出入校管理# 好家伙隔这玩文字游戏呢教职工及子女都可以出入就学生不行呢 教职工有家学生没有家是吧教职工不会感染学生出门就必死无疑是吧“从来没有封校”“审批出校”搁这干嘛呢？审批不通过跟封校有什么区别说的好听点封闭管理 说的直接点就 ​  展开c,1,2,25,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,CDCHunter,"
                        今天12:59
                        ",HUAWEI Mate30 Pro 5G,#大理大学封闭管理# 大理大学这是要搞复辟？ ​                ,0,8,107,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,学生有料,"
                        今天12:19
                        ",微博视频号,#大理大学封闭管理# 学生投稿：因为疫情防控，部分学校封闭管理，封学生不封老师，引学生热议，你们怎么看#大理大学##大理大学形式主义封校# L学生有料的微博视频 ​                ,389,353,5459,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,玲瓏暖暖,"
                        今天12:17
                        ",暖暖のiPhone客户端,"
                    第1️⃣2️⃣天幸好在閉環之前，我把春天存進了相機裡— 系列4️⃣夜色中的白玉蘭同樣令人沈醉  つづく～攝影｜玲瓏地點｜上海時間｜2022.03.13 晚 #2天封閉管理+12天自我健康管理##上海加油##加時賽進行中# #玲瓏攝影##春色##美景# ​                ",0,35,18,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,Sebastians2021,"
                        今天12:13
                        ",河北金融学院超话,"河北金融学院#河北疫情##反对河北高校一刀切封闭管理#河北高校开学

可以正视一下我们的诉求吗，能不能主动听取一下学生们的需求，哪怕问问我们最需要的是什么，而不是躲在背后控制言论。
在填量化条的时候有一条很有意思：未发表不利于学校的言论+3分。我很好奇为什么我们不能批评学 ​ 展开c",7,10,137,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
封闭管理,哦耶小胖子,"
                        今天12:12
                        ",HUAWEI P40 5G,#山西财经大学通报一学生跑步时猝死# 掉榜了？学校承认是自己的问题了？疫情期间好多高校封闭管理学校如牢笼里边的学生想出去外边的人却随便进噢不，救护车可能不太方便进？无助，无语，无情，无心，无德 ​                ,1,2,34,https://s.weibo.com/weibo?q=%E5%B0%81%E9%97%AD%E7%AE%A1%E7%90%86&page=4
